label	x	y	z	classes	class_prob	sphere_scale	sphere_rotation	r	g	b
2727	-3289.3253326098597	-1935.222934932377	-51.54319340838826	[18, 10, 10, 19]	[0.0017006090833470379, 0.0013445795563177833, 0.9944126266351586, 0.0019200742773355182]	[37.04119150615623, 26.736593883728673, 27.602060962031665]	[-0.4975775326907778, -0.029072725089949843, 0.3191962504398662]	31	173	235
5181	1589.3056430107658	3111.951948244776	-30.069023758836494	[18, 10, 10, 10, 19, 19, 19]	[0.0010434834453473096, 0.23133268901024667, 0.0039312715468155955, 0.45490170384720674, 0.27908412992147263, 0.0051827431704707955, 0.023672247684133927]	[31.762389804965053, 29.489400328298956, 25.378708917181438]	[0.004265020576062794, -0.019078488677130245, 0.870587820784729]	31	173	235
8730	-1708.668700809561	2776.1814260267884	-60.436672084035564	[3, 18, 18, 10, 10, 10, 19]	[0.0012036924983642948, 0.002039779439155138, 0.008471388672980475, 0.005419011585068687, 0.005469615312253544, 0.8585706365084269, 0.11824803859904184]	[34.00716051873356, 31.80669971381862, 22.51711002399243]	[0.0014866297181446166, -0.01225574734457777, 0.8677830855943238]	31	173	235
10047	-2436.058133352631	2531.6584831957534	-17.63311863006693	[3, 10, 10, 10, 19]	[0.001145917404883478, 0.005420096600012863, 0.06494239923633421, 0.8951194349957461, 0.032668631600543466]	[28.44175067985911, 31.01176114047805, 27.86271537899985]	[0.0, 0.0, -2.7044512286480105]	31	173	235
12273	-3396.160897068833	930.797868945524	-6.636755286653809	[10]	[0.9997368038232077]	[39.404524736259255, 27.826864424046985, 32.639225646598774]	[-0.5199398197017309, 0.7039752951714231, -2.1559179261841193]	31	173	235
12319	-3301.2965843138672	962.8121637255163	-23.987068066074784	[18, 10, 10, 19, 19]	[0.0011383648542863127, 0.02294728575132068, 0.5294604426724007, 0.03200480289693128, 0.4133762029333168]	[30.579288578963524, 26.60636196257768, 27.296006964068646]	[-0.9243179195466058, -0.34803166077703745, -2.5161268978982956]	31	173	235
13754	1335.1603221601458	2134.3811469314423	-26.40973185205344	[10, 10, 10, 19]	[0.018111353106066028, 0.004319724352599026, 0.9282719413402167, 0.04830955500217113]	[25.448133533163848, 30.213136396851702, 31.46593303226279]	[-1.5978341363073918, -0.008325450086766693, 1.6636631949708953]	31	173	235
15330	3887.2649072486997	2009.202150791335	-34.94471506495811	[10, 10, 10, 10, 19]	[0.002892361659275058, 0.2582238684588574, 0.01627720931177861, 0.7033474644610394, 0.01821990345227511]	[26.97295614717732, 28.89858817201881, 25.938088219956605]	[0.0, 0.0, 0.0]	31	173	235
16302	2165.346496522076	3274.7613593111646	-19.342654994436487	[10]	[0.9998535833637289]	[25.53201338928587, 30.497947431600682, 29.08364310989235]	[-1.8230727067228816, 0.16555149455040757, 1.7036684981914105]	31	173	235
16988	-200.9710157373438	1715.1374439099336	-25.345995264806135	[18, 10, 10, 10, 19]	[0.0013514048421098316, 0.05117718721169553, 0.018162450227129156, 0.7748453056463944, 0.15405750363103207]	[28.492094698892377, 24.83044375501764, 29.48206654841729]	[1.5707963267948966, 0.0, -0.35242171143855433]	31	173	235
17124	3374.6584404531236	2787.685166746699	-0.06331555410768885	[10, 10, 10, 10, 19]	[0.028347866116440742, 0.09486872628039189, 0.01967011526200597, 0.8486930463104272, 0.008169044302461575]	[31.634604023195145, 28.84545943723718, 26.419196396430365]	[0.0018489716237378472, -0.004417211264869094, 0.5923354752603154]	31	173	235
17464	132.4471444671135	-2395.7194447593283	-66.0866053888065	[18, 10, 10, 10, 10]	[0.058007178243528836, 0.03736160097965337, 0.09955136760821749, 0.04303928227177245, 0.761952136036627]	[32.801928565968055, 22.783629237756664, 27.931761183843516]	[1.5707963267948966, 0.0, -0.059608931921749875]	31	173	235
21178	-1078.1916049034662	2686.5837764455346	20.247321561457156	[10, 19]	[0.9952397584615582, 0.0036247540017460226]	[32.09864653157259, 28.07410077315835, 29.18358121239671]	[-1.6356054025179654, 0.2701884005243123, -2.2353896484225086]	31	173	235
22270	-345.1191610866722	2322.708144596537	-23.978952182551026	[18, 10, 10, 19, 19]	[0.004358268734886317, 0.0014553138918675932, 0.9306092129755973, 0.03143784683153648, 0.030493182796054487]	[25.494975873936028, 26.44835595479806, 28.34405579484547]	[0.0, 1.5707963267948966, 0.0]	31	173	235
23326	-1130.7841699940582	1739.8989254376975	3.8433311096777487	[10, 10, 10, 19]	[0.33588840876570464, 0.20169082149203613, 0.4439621946625103, 0.016419921817513297]	[32.243405425137134, 25.7801756107421, 32.88879242204945]	[1.5707963267948966, 0.0, -0.396447424726062]	31	173	235
24368	-2086.527168259072	1569.259779357205	2.224224626129896	[10]	[0.9990297764832567]	[35.23149808302378, 26.447364655402076, 33.23019460882831]	[1.5707963267948966, 0.0, -0.4016074520802753]	31	173	235
27624	-3574.336899929189	-1998.9231874768439	11.310972335705713	[18, 10, 10, 10]	[0.0013832334351964882, 0.0866990982412617, 0.00825346363849366, 0.9031380845955482]	[28.880062379311035, 34.28247798616379, 31.844810709851917]	[1.5707963267948966, 0.0, -2.371781222205924]	31	173	235
28659	3420.196738617015	-1121.4364446707177	40.90678512466725	[10, 10, 10]	[0.0015281144583540805, 0.0042397559334822225, 0.9942212575037636]	[35.44191647094199, 32.141130837699386, 28.943047332736214]	[0.0, 0.0, -0.3793629279685657]	31	173	235
29524	771.2023923529928	-2436.1598100430238	27.21283346093189	[3, 18, 10, 10, 10, 19]	[0.002316240922914841, 0.005594045697990026, 0.014090628206192862, 0.001146218917644528, 0.8849891709372032, 0.09047964209370905]	[38.69030654620437, 28.47040573280438, 32.0573208321566]	[-1.5585757014342987, 0.05787534097669471, 0.0665823475065497]	31	173	235
30062	3869.267353357071	1934.0005845172582	-29.660821518895318	[10, 10, 10, 19]	[0.4498975926678913, 0.015959438661632137, 0.531914978539458, 0.00141666284982699]	[29.990949443472466, 26.285090480790238, 26.34279465339375]	[1.5707963267948966, 0.0, -0.5317953933545966]	31	173	235
30576	-403.90398331256574	-2611.047958938243	36.780078078150396	[10, 10, 10]	[0.01170709467409008, 0.017243230872542745, 0.9709807685962626]	[35.4456015604823, 40.32772640862815, 45.053085376084454]	[1.5707963267948966, 0.0, -2.847250009554904]	31	173	235
31152	-9.89568091602996	2003.156377379697	15.123043297886312	[10, 10, 19]	[0.002932781631587672, 0.9918884228571452, 0.0035324932936641787]	[35.49157971818225, 26.09156937512959, 28.148622319707542]	[-1.7253407338720315, 0.015352433833226084, 0.014678434367439229]	31	173	235
31834	3373.419063715895	-1326.817806328856	12.218974657811316	[10, 10, 10]	[0.056814495731824954, 0.4134056081921027, 0.5297155084393977]	[37.64597143385464, 30.189380946367052, 34.514788055857345]	[0.0, 0.0, -0.4083847245267475]	31	173	235
32321	-3525.610439425306	2874.622535097361	33.95593057563387	[10, 10, 19, 19]	[0.0019415849172673915, 0.9477700180699571, 0.043627721796441164, 0.004448110238111443]	[26.509988677031025, 31.341733645688265, 30.491212342753435]	[0.0, 1.5707963267948966, 0.0]	31	173	235
32705	827.4852103283934	-2467.2976920356004	44.61426411597206	[10, 10, 19]	[0.0015584798836056329, 0.8849328204470234, 0.11190882555797114]	[25.448275514215688, 29.256553841586584, 28.415697266784193]	[-1.5663262748429514, 0.059613898742767395, 1.6283011181551477]	31	173	235
35269	2488.406915644848	2829.490490774325	2.777672598012188	[10, 10]	[0.014281430237171879, 0.9851289024116108]	[34.28138503147508, 28.901889283977976, 29.578029008530827]	[-1.8379028467493177, 0.3460173459588018, -2.375649922992372]	31	173	235
36713	3661.20577965827	1078.3429034920546	31.628175892636406	[18, 10, 10]	[0.0016694896076428652, 0.0013156151009179888, 0.9954473345199987]	[32.57423827700336, 25.562862508952342, 28.54233058258972]	[-1.3308024863461163, 0.4975129800928353, -2.498949237466995]	31	173	235
36812	-293.5405120781679	2216.98999140837	49.14829832417932	[10, 10, 10, 10, 19, 19]	[0.011343633432565805, 0.2797200715917234, 0.004718826280385524, 0.6597480444986928, 0.0033793285639712608, 0.04069374777923662]	[24.162450010637222, 33.60206251647212, 29.655823396595753]	[0.0, 1.5707963267948966, 0.0]	31	173	235
37659	-3708.2864503407955	2665.9700867818883	57.745493700408716	[10, 10, 10, 19, 19, 19]	[0.00225685509622282, 0.007051401443727807, 0.7443024688906787, 0.03775535936182075, 0.2070196535734895, 0.0011501730449715569]	[33.8308175093935, 28.77907172925622, 23.669490497155063]	[0.012985069756415009, -0.039212496068409694, 0.8646894778035251]	31	173	235
39107	1583.9385299525707	949.9610608795756	57.85951632522891	[10, 10, 19]	[0.284817730810431, 0.6862558037419836, 0.027872475963075953]	[31.853600246730295, 25.902286688195417, 28.59094370530888]	[0.0, 0.0, 0.0]	31	173	235
41133	1306.417387183155	1772.7876218055371	39.780300036133596	[18, 18, 10, 10, 19]	[0.0035350967733989895, 0.0012948945685986423, 0.0033071622418168675, 0.9461227729389405, 0.04459387438244722]	[30.154778497486966, 28.550324122512592, 24.87352486791565]	[0.0, 0.0, -0.6781723573538812]	31	173	235
42456	2076.924791632038	2293.7476416621794	29.216068184439138	[25, 10, 10]	[0.02030234162486071, 0.001427598726562353, 0.9781960612250854]	[25.015608508615085, 37.24554952045521, 32.750240668912895]	[0.0, 1.5707963267948966, 0.0]	31	173	235
90	3720.50929720846	-1044.5629430908034	-48.9277555292532	[20, 20, 20, 21]	[0.0016523398408584882, 0.7823651975416995, 0.2127032857781362, 0.003249951889830007]	[26.272429390228567, 25.53486985572328, 27.092207908428506]	[-1.5752740836894747, -0.00042752489118472013, -3.030182835330594]	0	255	0
93	3157.81049892515	-1057.6888405094842	-61.26358549030898	[20, 20, 20]	[0.0019850402609019433, 0.8881729496877085, 0.10925621562966582]	[27.501749442113482, 24.514817261496642, 27.963383802432787]	[1.5707963267948966, 0.0, -0.13277404466653892]	0	255	0
100	2637.673384805524	-963.7228513536438	-61.794032825114364	[17, 20, 20, 20, 21]	[0.0019266751657654455, 0.2864239905788192, 0.6932952718827805, 0.009842496155944767, 0.007953506036602977]	[24.487360441367564, 26.218468930726544, 26.82437083966985]	[-1.57439110876528, -0.01781676569648672, 1.8451771841263553]	0	255	0
108	3780.81092763633	-916.758852390215	-59.183398978608736	[20, 20, 20, 21, 22]	[0.0032097319927710736, 0.6604373693283458, 0.22620055010919352, 0.059065403480670305, 0.05108694496609569]	[30.295681830444202, 26.354810306615363, 24.307526326684158]	[-0.05977599354388851, -0.05176133992134258, 1.3471083411159854]	0	255	0
138	3761.551993470069	-624.8834690975509	-57.44107070465852	[20, 20, 20]	[0.13132685872590705, 0.805198166335113, 0.06338227385041427]	[26.34684596710779, 30.215993960918816, 24.561474853728654]	[0.0, 0.0, -2.806995980067984]	0	255	0
139	2588.39023698595	-633.456268428637	-60.49907901150484	[20, 20, 20, 21, 22]	[0.002113734597258355, 0.9607303710575824, 0.03061475798624112, 0.005472386210641731, 0.001068493942191649]	[28.64778754696719, 25.268175460835224, 26.262220019654876]	[1.5707963267948966, 0.0, -0.05073031507485327]	0	255	0
166	3496.554070351594	-395.3589229324698	-56.224625587294966	[20, 20, 20, 21, 22]	[0.16016044226512713, 0.6835555431195272, 0.0448950135446125, 0.10981079179331545, 0.001577037699682368]	[25.145071617551242, 27.923905993813307, 26.727145883583844]	[0.0, 1.5707963267948966, 0.0]	0	255	0
171	2544.9131979543613	-363.0524508613121	-56.18543482525882	[20, 20, 20, 21]	[0.11177122089887581, 0.7948303550612897, 0.08790799317777828, 0.005140561050195974]	[28.27324022548942, 25.367191718306817, 27.175241479384567]	[-1.7365755373077238, 0.169494845762843, 0.11473351720865818]	0	255	0
173	2374.2476730800568	-376.7220273854455	-44.474398380328736	[20, 20, 20, 21]	[0.26341267587487605, 0.7305562017864768, 0.004488174208140402, 0.0010614049074578046]	[30.135122873493955, 28.319308553595697, 26.90894962941658]	[-0.9414567087082761, 0.5656419291454262, 2.3989991096406516]	0	255	0
181	3748.8888219305104	-344.7215369429359	-45.097881091649185	[20, 20, 20, 21]	[0.05238417177962359, 0.8803806269117107, 0.06516408737664635, 0.001965369387819164]	[26.583563061658644, 28.27672953398789, 27.351767368327764]	[1.5707963267948966, 0.0, -2.5706864521918846]	0	255	0
202	3190.784774834619	-215.60607427837203	-49.21671898642541	[20, 20, 20, 21, 22]	[0.0013999750167076744, 0.600276898998179, 0.035148069727994294, 0.3318170508349809, 0.03135800535652798]	[24.231575045379063, 27.044389079294298, 30.798498232079716]	[-1.68941546135022, -0.017461876251110123, 1.8083254070222572]	0	255	0
204	2554.3021807388072	-206.7542193337108	-57.43554291514366	[20, 20, 20, 21, 22]	[0.009579055827593382, 0.9397258134176607, 0.018234063467616243, 0.018666291298794102, 0.013794775881412294]	[29.196390990008716, 25.090871995228376, 27.57098190810499]	[-1.5637396065334306, 0.06901439114405467, 0.05994645963308611]	0	255	0
208	2167.579059891566	-205.2141104912821	-56.25818184151304	[20, 20, 20, 21]	[0.10889797623557812, 0.8559963942941837, 0.03313337293405395, 0.0017678914366247701]	[28.292402481007493, 24.89453091854125, 28.030654002058984]	[1.5707963267948966, 0.0, -0.09155936519589014]	0	255	0
216	2552.0914117130283	-180.96828672615402	-54.503178985360414	[20, 20, 20, 21, 22]	[0.19898057915912795, 0.7005924639704604, 0.003919111380470886, 0.09448978332547792, 0.002017226029022053]	[29.08341326406888, 25.421580475945934, 27.013728131848616]	[-1.4321487604432455, 0.3057240031445984, -2.868571206329262]	0	255	0
217	2631.4262146609285	-144.9204258076429	-59.871963559251405	[20, 20, 20, 21, 22]	[0.002460582677335992, 0.8817633219766186, 0.08328424362845928, 0.023947327036861858, 0.00854452457754793]	[33.8605975695843, 28.60679759652424, 24.16376644074394]	[0.0, 0.0, 0.0]	0	255	0
221	3311.355181977164	-135.22730682889505	-54.00113629779128	[20, 20, 21, 22]	[0.7579003015540415, 0.09172582796103022, 0.14102417469634707, 0.008884097464878431]	[28.76220029551692, 24.43258103907514, 27.483626667524224]	[-1.5746971763016233, 0.001026521693273923, -3.0607876351542265]	0	255	0
234	2025.4413521985657	-7.075750301727567	-57.0007731753993	[20, 20, 20, 21]	[0.06473191918532334, 0.8989360724626695, 0.029226689845876445, 0.006884225854075847]	[30.677731230057663, 27.309280106854267, 24.52072148409603]	[-0.04078556362043021, 0.01222414901680897, -1.3204307551907366]	0	255	0
237	-348.49512851063764	-4118.311274516563	-58.09335697159508	[17, 20, 20, 20, 21, 17]	[0.035773317879278614, 0.13475609068940722, 0.7868118134970492, 0.007441961378286824, 0.02267327780415852, 0.011667735196135127]	[27.42254222594751, 25.569628676070327, 25.48505748178153]	[-1.803990180929754, 0.12466999336604331, 0.21923816760109613]	0	255	0
509	2272.342043925433	-3379.677856357973	-38.23735192789271	[17, 17, 17, 20, 20, 20, 21]	[0.0033170171923228246, 0.0021037773521963713, 0.0013025618974849672, 0.3290004706615003, 0.6056070823551065, 0.005113527000311995, 0.05266140850433296]	[28.402559139990796, 29.078860621084317, 27.752835714118476]	[1.5707963267948966, 0.0, -3.1404013589099375]	0	255	0
529	-512.9682097031277	-3294.410088796347	-62.33904970430695	[20, 20, 20, 21, 22]	[0.010346117057789705, 0.4599417344455937, 0.3237940807572965, 0.20418343385433496, 0.0017346338849828424]	[27.861391971692946, 34.35818327446843, 24.303462136857753]	[0.0, 0.0, -3.1265702044011294]	0	255	0
537	-1204.6159287958922	-3287.9059223568975	11.627421423151759	[20, 20, 20, 21, 22]	[0.17178170700195275, 0.5488183205685929, 0.26571304221783754, 0.011351122486142437, 0.00215804756428344]	[25.05583006606575, 26.447348100794255, 27.742609946111074]	[-1.737099507400552, -0.032930525688781825, 1.7769067040909516]	0	255	0
551	-583.5583803013333	-3223.554451679327	-57.264097769065806	[20, 20, 21]	[0.5638656858962443, 0.43297914076402494, 0.002915181691095424]	[30.64987684710352, 28.83102044776598, 25.04592405383785]	[-0.28697857018959283, 0.0200867895731065, 0.8536167444644212]	0	255	0
558	-506.92190632626216	-3226.919460653	-57.53394846284482	[20, 20, 20, 21]	[0.00906194453123145, 0.8176206757015864, 0.1540558713134134, 0.01908843518169439]	[25.260825094723998, 28.954170325838263, 27.086228503946653]	[0.0, 1.5707963267948966, 0.0]	0	255	0
571	-1055.585430698678	-3157.2348081086448	-57.86257570688687	[20, 20, 20, 21]	[0.11155798325699463, 0.5819024488065759, 0.28833548829880107, 0.017941254746740968]	[28.292585214167836, 26.271036760988476, 28.537459843351016]	[1.5707963267948966, 0.0, -0.3969361727979366]	0	255	0
582	-1180.1644573784947	-3120.619062620009	-57.67325255652909	[20, 20, 20, 21]	[0.022891174221110817, 0.7919954997739785, 0.10165940779144365, 0.08295047818085342]	[33.28415138927686, 27.17832942585246, 25.94946346183805]	[0.06564415048065637, -0.19558622571575546, 1.1860581719709242]	0	255	0
583	74.41843642071126	-3128.2277651141153	-57.502536344287726	[20, 20, 20, 21]	[0.40567361006507735, 0.5307338893986544, 0.05853975063530195, 0.0049542838277463275]	[27.408039961064297, 26.948334583748093, 26.606613968250723]	[-0.49080287127518274, 0.2361707994567169, -1.0675065616857984]	0	255	0
588	-982.9987123248638	-3124.011136423039	-59.721781245282244	[20, 20, 20, 21]	[0.16696069606764388, 0.7829000424726766, 0.039299671269619856, 0.010525963574891328]	[24.96775113071902, 26.908852504742796, 27.91733135028347]	[0.0, 1.5707963267948966, 0.0]	0	255	0
595	-1137.3009560474375	-3099.0968660924273	-57.270412981836344	[20, 20, 20, 21, 22]	[0.0023684884046124817, 0.5193068477375188, 0.42072603458796876, 0.05574377618656658, 0.0018548530832849565]	[28.515683153561227, 29.878103863537213, 25.59438249950784]	[-0.03480580757753968, -0.00895856907791225, 2.971894246976825]	0	255	0
603	-763.8809162084826	-3084.2248434444427	-54.24294318158983	[20, 20, 20, 21, 22]	[0.41083927236638645, 0.4334393540239458, 0.04954853995809573, 0.10372362762294413, 0.0024492007053237373]	[25.584792260702166, 27.939733551399108, 30.824641671332746]	[-1.5828776031196132, -0.11240518285475738, 1.8255428875344641]	0	255	0
607	-996.801638457262	-3087.7961686124536	-55.30829076996441	[20, 20, 20]	[0.002693907255621721, 0.962815912476144, 0.03396833090122382]	[28.104152575089756, 28.632876665229393, 25.72212891839912]	[-0.48978640219013164, 0.03419480889647869, -2.844912001333622]	0	255	0
623	-1407.152755949979	-3036.348319712989	-59.50276807086173	[20, 20, 20, 21, 22]	[0.0023668985846407352, 0.952650304222632, 0.03301677706219359, 0.010927860036451655, 0.0010381598840992629]	[33.10034345087792, 31.303378946280382, 25.266821545743134]	[-0.27764145900783765, -0.003594617479699511, 0.4714760780535904]	0	255	0
631	-1048.9589162130655	-3020.973499570861	-58.571047635286234	[20, 20, 20]	[0.008030291651677702, 0.578767220033679, 0.41312523128558837]	[26.24905519166672, 29.29188547762393, 26.151520765149858]	[0.0, 0.0, -2.448737695513076]	0	255	0
648	-389.3860423333217	-2985.0469431617475	-57.41136189963217	[20, 20, 20, 21]	[0.0059145379424560265, 0.9859625551358228, 0.006563030629325714, 0.0014682293252231823]	[24.256937607096134, 32.18169749265285, 29.769132384133187]	[-1.8230874883708548, 0.156133271612302, 1.6462981270809645]	0	255	0
659	-835.7644403810241	-2967.980639256949	-59.47790251062525	[20, 20, 20, 21, 22]	[0.002882781164087614, 0.5013801682005912, 0.4120890249104926, 0.08161299966665812, 0.0020350260581701736]	[34.89217990627007, 24.83748767659549, 29.006361778291836]	[1.5707963267948966, 0.0, -0.07245919244420802]	0	255	0
667	-846.907262959659	-2924.5991138100076	-53.694292440654145	[20, 20, 20]	[0.004307882575475853, 0.5316562941762363, 0.46354307515472487]	[29.08742097779168, 27.60875212863302, 25.39500215837701]	[-0.3579355602875732, -0.026307247655328273, 1.2949378610300135]	0	255	0
690	-228.0925310017201	-2825.0593395878823	-56.52558636593275	[20, 20, 20, 21]	[0.01491002879414127, 0.6346265894812895, 0.34706708908652184, 0.003318949255288232]	[29.940334849235263, 27.705536219272524, 24.679633895646425]	[-0.40638434685745095, -0.06086392241656071, 0.8644251544641556]	0	255	0
691	-567.1195515356899	-2841.1105298284065	-57.05521756355523	[20, 20, 20, 21]	[0.017296959043433858, 0.8417986361169235, 0.13664948314594816, 0.0041512643424737716]	[30.249101051975494, 25.67645018175321, 28.175965728129782]	[-1.5667807272276149, 0.036718813608806966, 0.05741256359781771]	0	255	0
704	-776.1684401740085	-2780.4946681912656	-28.334415280709862	[20, 20, 20, 21, 22]	[0.015707500044561503, 0.8448334341396311, 0.12131263756222878, 0.01614817053684056, 0.0019880832243365275]	[25.732469354485325, 27.213119939823294, 28.188118052915613]	[0.056868808433320275, 0.12095643028491666, 2.5745550459625064]	0	255	0
731	-610.5052306417215	-2684.467671913052	-60.776808336254405	[20, 20, 20, 21]	[0.037779284929966635, 0.8740662884272302, 0.07666206311066329, 0.010894582944583706]	[24.43027168859576, 28.698825737624077, 29.99303907649616]	[-1.661261130126545, -0.010802329810802591, 1.6109162381466748]	0	255	0
733	-723.1580837615725	-2695.3028769800394	-59.31505223398672	[20, 20, 20]	[0.3582640534726005, 0.5623323922777888, 0.0791941589048268]	[29.67724922548787, 26.472822242598674, 25.68207137084781]	[-0.04707001691456934, -0.06590289153207783, 0.5476566326436368]	0	255	0
747	-741.4566750426602	-2657.1680699049743	-62.686097426766615	[20, 20, 20]	[0.006926109801495295, 0.6849974635663417, 0.3077643818829491]	[32.44120239185418, 26.784543457067798, 24.005205979711796]	[0.0, 0.0, -0.3174964145651865]	0	255	0
753	-399.3562887934045	-2635.276393650349	-58.16950752381408	[20, 20, 20, 21]	[0.019214368533060362, 0.7639510424412895, 0.21516548276143205, 0.0016558414391178355]	[29.493909334102412, 27.28487816139289, 25.8656012883187]	[0.0, 0.0, -0.05101451663964122]	0	255	0
755	-325.806691634235	-2627.3336297730966	-63.06865704869352	[20, 20, 20]	[0.18881804937717447, 0.645706266251386, 0.16533609501908755]	[29.06989159344265, 27.744312682718718, 24.424651632942478]	[0.0, 0.0, -0.08186391081872499]	0	255	0
784	-16.89259531640164	-2475.002926336857	-60.97263089527124	[20, 20, 20]	[0.16122293357418552, 0.7142067792844953, 0.1243965086975948]	[27.469473911873582, 27.08836426990914, 24.397874915109846]	[0.004280442119969526, -0.06138047893425474, 0.6928743336672596]	0	255	0
804	-1359.9666264642478	-2415.249357711302	-59.1433432616472	[20, 20, 20, 21]	[0.13289826571916946, 0.6496274086279767, 0.20633721338866035, 0.010917226796396244]	[29.28241009954422, 24.878347430368983, 26.716691527905738]	[-1.6018992872902251, 0.0036368725740264706, 0.07006663095127214]	0	255	0
811	-1314.4918161196074	-2383.369781921867	-56.12361269759966	[20, 20, 20, 21, 22]	[0.01071238274865575, 0.5627386338851107, 0.11207857969088536, 0.3043589246261044, 0.010111479027526949]	[27.669236369362, 26.457254023579658, 25.14914067052669]	[0.0025897683600560753, -0.011664846599026314, 0.252980430617212]	0	255	0
914	-931.2362630279063	-2070.1827226009195	-61.75282799037258	[20, 20, 21, 22]	[0.43230568273093684, 0.007054443891340706, 0.3666833249824301, 0.19341594805294562]	[31.59052960606001, 26.353262478665275, 24.220458628642437]	[0.0002591202136909382, -0.00372548222747416, 0.02477352944081635]	0	255	0
992	233.65652323571203	-1969.9090316469005	-5.493728352808731	[20, 20, 21, 22]	[0.6535740145453841, 0.25479921490845214, 0.06382579368675587, 0.027284447127791028]	[39.761599499328696, 26.97263434760736, 25.850864318374622]	[-1.033179455560918, 0.03756086561630348, 0.8402995507653687]	0	255	0
1023	-259.55569811613486	-1894.2843386060122	-61.37978576163546	[20, 20, 20, 21]	[0.3239517057125198, 0.656439259051929, 0.017063490791246735, 0.002520011903980909]	[26.704198401699323, 28.728294135915313, 24.943492956069903]	[0.0, 0.0, 0.0]	0	255	0
1076	-3449.4380496630706	-1711.8379562465525	-61.72276544038935	[20, 20, 20, 21]	[0.3797074240634145, 0.5932953450426552, 0.02251340774503226, 0.004466344796024864]	[27.46609480768303, 24.934717325478324, 28.88357489013283]	[1.5707963267948966, 0.0, -0.08598593971303475]	0	255	0
1149	-3031.37053248477	-1466.2224283461355	-46.96298476289135	[20, 20, 20]	[0.3684181132492008, 0.6113587128510305, 0.020142564621193085]	[27.585743022681477, 27.218523428625673, 26.425849038653016]	[0.0, 0.0, 0.0]	0	255	0
1210	-3035.046784887183	-1239.3902206231055	-59.819568906497544	[20, 20, 21, 22]	[0.6050931579973176, 0.28548144744989684, 0.10039026831480576, 0.00893196419899769]	[34.484595027713425, 27.642269855514193, 24.769248236403854]	[0.0, 0.0, -0.11028947773324195]	0	255	0
1221	-2954.3407534220355	-1229.0480594135001	-55.02813057224419	[20, 20, 20, 21]	[0.0025186880121362567, 0.8571126580986026, 0.0419197781617698, 0.09803587765966248]	[28.12707037005056, 25.745262215745107, 28.88036434734639]	[1.5707963267948966, 0.0, -0.24798020744757082]	0	255	0
1238	-2934.7562120305197	-1190.4684291447752	-54.21065162315138	[20, 20, 20, 21]	[0.1283354989290648, 0.8200509409707379, 0.048715950396844086, 0.002807599496019264]	[29.011608213623433, 29.188934026163878, 27.6000927631799]	[0.0, 0.0, 0.0]	0	255	0
1305	-2863.8975092081814	-876.974867008656	-58.69619829710939	[20, 20, 21, 22]	[0.8753846368178688, 0.059196622512405594, 0.05943229925045173, 0.005235631672391958]	[30.0341413308826, 27.93512656010988, 24.850092538344523]	[0.0, 0.0, -0.7322378132834726]	0	255	0
1310	-2930.452280049702	-858.0234468080503	-60.40129339328102	[20, 20, 21, 22]	[0.532916118423081, 0.30489947724497507, 0.12216817305282185, 0.03955041142253777]	[28.852631483250263, 24.64167028478217, 33.0971403181724]	[-1.6451370780872625, -0.0009003861006740963, 0.014115975715615292]	0	255	0
1311	-2815.6948309053414	-823.7286175325912	-60.70830453241041	[20, 20, 20]	[0.06920714100429662, 0.865234522985861, 0.06457881440558745]	[24.531135046983366, 26.412938460774527, 28.7924301850135]	[-1.6167118995274772, -0.0037305340330710114, 1.684049762448716]	0	255	0
1321	-2869.3206638950132	-779.2488553927328	-63.42557241194172	[20, 20]	[0.7933014928599429, 0.20598056527306172]	[32.25264684912111, 28.25591771104531, 23.675948152154636]	[-0.016307387564213915, 0.0030378564217888038, -0.3792727909737075]	0	255	0
1322	-2822.9848946189313	-783.4791479814589	-60.308514024205294	[20, 20, 20, 21]	[0.4082075732071028, 0.5786347086940105, 0.011451025762791927, 0.0015947047746811295]	[26.89760437016917, 27.612448163545434, 25.108978725956195]	[0.0, 0.0, -2.7079208833066706]	0	255	0
1324	3699.3223587545176	-776.5207359151464	-60.5673546699571	[20, 20, 20, 21]	[0.010234093745551537, 0.7497739615113104, 0.23110174099662623, 0.008113598729950506]	[29.92217771106287, 26.426611014996396, 24.256157269115178]	[-0.010416656816415066, -0.04635071982588558, 0.6061184503523875]	0	255	0
1326	-2793.5052488163647	-767.0900040330557	-57.73649568225671	[20, 20, 20]	[0.005294233219467716, 0.7067550801837836, 0.2879255195578035]	[28.254120495829333, 25.62234160627412, 28.093354534981536]	[1.5707963267948966, 0.0, -0.194630766763089]	0	255	0
1330	2922.3171100102268	-755.5615972204805	-56.4890513971421	[20, 20, 20, 21, 22]	[0.0019226650762844816, 0.927580023962825, 0.047159986377936676, 0.01978978584256474, 0.003547385462416199]	[28.75438130033424, 27.360894799721265, 25.209387876455143]	[-0.3231300320805323, -0.16874078102831905, 0.8105347718700083]	0	255	0
1337	3717.087723666474	-727.2221387525942	-40.83433734871219	[20, 20, 20]	[0.037505778269765824, 0.7538069166702869, 0.2085841507931779]	[24.980382817174146, 27.873604954218443, 28.397034050307496]	[-1.6028185115127356, -0.03133939175680444, 2.0945638715209154]	0	255	0
